"f_footprint_id","i_incident_id"
1,1
2,2
3,3
4,4
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
10001,1000003
10002,1000009
10003,1000017
10004,1000018
10005,1000018
10006,1000019
10007,1000020
10008,1000026
10009,1000027
10010,1000031
10011,1000032
10012,1000035
10013,1000039
10014,1000043
10015,1000046
10016,1000047
10017,1000048
10018,1000049
10019,1000049
10020,1000049
10021,1000061
10022,1000062
10023,1000063
10024,1000068
10025,1000070
10026,1000071
10027,1000075
10028,1000076
10029,1000078
10030,1000079
10031,1000080
10032,1000082
10033,1000081
10034,1000084
10035,1000085
10036,1000086
10037,1000087
10038,1000088
10039,1000089
10040,1000090
10041,1000091
10042,1000092
10043,1000093
10044,1000094
10045,1000095
10046,1000096
10047,1000097
10048,1000098
10049,1000099
10050,1000100
10051,1000101
10052,1000102
10053,1000103
10054,1000105
10055,1000106
10056,1000108
10057,1000109
10058,1000110
10059,1000111
10060,1000112
10061,1000113
10062,1000114
10063,1000115
10064,1000116
10065,1000117
10066,1000118
10067,1000119
10068,1000120
10069,1000130
10070,1000170
10071,1000212
10072,1000228
10073,1000231
10074,1000235
10075,1000230
10076,1000240
10077,1000241
10078,1000237
10079,1000243
10080,1000244
10081,1000244
10082,1000245
10083,1000227
10084,1000248
10085,1000253
10086,1000254
10087,1000260
10088,1000261
10089,1000265
10090,1000267
10091,1000270
10092,1000273
10093,1000274
10094,1000276
10095,1000278
10096,1000281
10097,1000282
10098,1000284
10099,1000286
10100,1000290
10101,1000297
10102,1000297
10103,1000297
10104,1000297
10105,1000299
10106,1000301
10107,1000302
10108,1000304
10109,1000305
10110,1000305
10111,1000306
10112,1000308
10113,1000315
10113,1000316
10114,1000317
10115,1000320
10116,1000321
10117,1000321
10118,1000324
10119,1000325
10120,1000325
10121,1000326
10122,1000326
10123,1000327
10124,1000328
10125,1000329
10126,1000330
10127,1000331
10128,1000332
10129,1000333
10130,1000334
10131,1000335
10132,1000336
10133,1000337
10134,1000338
10135,1000339
10136,1000339
10137,1000341
10138,1000341
10139,1000342
10140,1000342
10141,1000340
10142,1000343
10143,1000345
10144,1000348
10145,1000348
10146,1000349
10147,1000350
10148,1000350
10149,1000351
10150,1000352
10151,1000353
10152,1000354
10153,1000355
10154,1000356
10155,1000357
10156,1000359
10157,1000360
10158,1000361
10159,1000362
10160,1000363
10161,1000364
10162,1000365
10163,1000366
10164,1000367
10165,1000368
10166,1000371
10167,1000372
10168,1000372
10169,1000373
10170,1000373
10171,1000374
10172,1000374
10173,1000375
10174,1000376
10175,1000377
10176,1000383
10177,1000385
10178,1000390
10179,1000392
10180,1000392
10181,1000393
10182,1000395
10183,1000399
10184,1000400
10185,1000401
10186,1000412
10187,1000413
10188,1000417
10189,1000419
10190,1000421
10191,1000423
10192,1000426
10194,1000427
10195,1000427
10196,1000428
10197,1000424
10198,1000431
10199,1000436
10200,1000437
10201,1000438
10202,1000439
10203,1000440
10204,1000441
10205,1000442
10206,1000443
10207,1000448
10208,1000450
10209,1000455
10210,1000458
10211,1000462
10212,1000465
10213,1000466
10214,1000467
10215,1000468
10216,1000468
10217,1000469
10218,1000470
10219,1000471
10220,1000473
10221,1000475
10223,1000477
10224,1000478
10225,1000479
10226,1000481
10227,1000485
10228,1000486
10229,1000494
10230,1000495
10231,1000497
10232,1000500
10233,1000501
10233,1000502
10234,1000501
10234,1000502
10235,1000503
10236,1000515
10237,1000517
10238,1000520
10239,1000531
10240,1000530
10241,1000532
10242,1000533
10243,1000536
10244,1000537
10245,1000544
10246,1000547
10247,1000548
10248,1000550
10249,1000551
10250,1000552
10251,1000554
10252,1000555
10253,1000556
10254,1000556
10255,1000556
10256,1000556
10257,1000556
10258,1000557
10259,1000559
10260,1000560
10261,1000560
10262,1000560
10263,1000571
10264,1000572
10265,1000575
10266,1000576
10267,1000580
10268,1000586
10269,1000592
10270,1000598
10271,1000599
10272,1000600
10273,1000601
10274,1000604
10275,1000604
10276,1000605
10277,1000607
10278,1000609
10279,1000610
10280,1000611
10281,1000613
10282,1000614
10283,1000620
10284,1000623
10285,1000625
10286,1000625
10287,1000625
10288,1000627
10289,1000628
10290,1000631
10291,1000633
10292,1000637
10293,1000637
10294,1000638
10295,1000642
10296,1000645
10297,1000647
10298,1000648
10299,1000649
10300,1000652
10301,1000653
10302,1000657
10303,1000661
10304,1000664
10305,1000670
10306,1000671
10307,1000672
10308,1000681
10309,1000684
10310,1000686
10311,1000687
10312,1000688
10313,1000689
10314,1000690
10315,1000691
10316,1000697
10317,1000702
10318,1000703
10319,1000711
10320,1000713
10321,1000719
10322,1000720
10323,1000723
10324,1000724
10325,1000729
10326,1000740
10327,1000741
10328,1000742
10329,1000743
10330,1000745
10331,1000746
10332,1000749
10333,1000754
10334,1000755
10335,1000756
10336,1000761
10336,1000762
10337,1000763
10338,1000764
10339,1000765
10340,1000767
10340,1000768
10341,1000770
10342,1000771
10343,1000772
10344,1000775
10345,1000779
10346,1000784
10347,1000786
10348,1000787
10349,1000793
10350,1000794
10351,1000794
10352,1000795
10353,1000795
10354,1000800
10355,1000803
10356,1000804
10357,1000805
10358,1000812
10359,1000813
10360,1000815
10361,1000816
10362,1000817
10363,1000819
10364,1000820
10365,1000822
10366,1000827
10367,1000828
10368,1000830
10369,1000832
10370,1000835
10371,1000836
10372,1000837
10373,1000839
10374,1000840
10375,1000844
10376,1000845
10377,1000847
10378,1000848
10379,1000850
10380,1000853
10381,1000857
10382,1000859
10383,1000865
10384,1000870
10385,1000871
10386,1000872
10387,1000872
10388,1000872
10389,1000873
10390,1000876
10391,1000881
10392,1000883
10393,1000885
10394,1000895
10395,1000895
10396,1000896
10397,1000897
10398,1000897
10399,1000903
10400,1000903
10401,1000904
10402,1000906
10403,1000912
10404,1000913
10405,1000914
10406,1000916
10407,1000918
10408,1000918
10409,1000921
10410,1000923
10411,1000924
10412,1000926
10413,1000927
10414,1000927
10415,1000928
10416,1000929
10417,1000931
10418,1000933
10419,1000938
10420,1000939
10421,1000941
10422,1000941
10423,1000942
10424,1000942
10425,1000942
10426,1000949
10427,1000952
10428,1000955
10429,1000957
10430,1000962
10431,1000965
10432,1000967
10433,1000968
10434,1000970
10435,1000972
10436,1000977
10437,1000978
10438,1000983
10439,1000990
10440,1000991
10441,1000993
10442,1000994
10443,1000995
10444,1001000
10445,1001001
10446,1001005
10447,1001011
10448,1001013
10449,1001014
10450,1001015
10451,1001018
10452,1001023
10453,1001024
10454,1001025
10455,1001026
10456,1001033
10457,1001034
10458,1001041
10459,1001044
10460,1001051
10461,1001052
10462,1001052
10463,1001053
10464,1001055
10465,1001057
10466,1001059
10467,1001059
10468,1001061
10469,1001063
10470,1001067
10471,1001069
10472,1001071
10473,1001071
10474,1001074
10475,1001075
10476,1001076
10477,1001081
10478,1001082
10479,1001082
10480,1001085
10481,1001086
10482,1001087
10483,1001088
10484,1001091
10485,1001092
10486,1001093
10487,1001094
10488,1001094
10489,1001096
10490,1001099
10491,1001102
10492,1001107
10493,1001109
10494,1001110
10495,1001110
10496,1001113
10497,1001121
10498,1001125
10499,1001128
10500,1001134
10501,1001138
10502,1001139
10503,1001149
10504,1001162
10505,1001166
10506,1001167
10507,1001167
10508,1001173
10509,1001174
10510,1001179
10511,1001180
10512,1001180
10513,1001180
10514,1001181
10515,1001182
10516,1001182
10517,1001183
10518,1001185
10519,1001187
10520,1001187
10521,1001191
10522,1001194
10523,1001197
10524,1001198
10525,1001201
10526,1001202
10527,1001203
10528,1001205
10529,1001210
10530,1001212
10531,1001214
10532,1001216
10533,1001217
10534,1001220
10535,1001224
10536,1001224
10537,1001224
10538,1001226
10539,1001228
10540,1001233
10541,1001234
10543,1001237
10544,1001244
10545,1001246
10546,1001252
10547,1001264
10548,1001266
10549,1001271
10550,1001274
10551,1001277
10552,1001278
10553,1001279
10554,1001280
10555,1001281
10556,1001282
10557,1001288
10558,1001289
10559,1001289
10560,1001290
10561,1001296
10562,1001299
10563,1001303
10564,1001305
10565,1001306
10566,1001307
10567,1001308
10568,1001308
10569,1001310
10570,1001311
10571,1001316
10572,1000727
10573,1000716
10574,1001331
10575,1001336
10576,1001337
10577,1001342
10578,1001343
10579,1001346
10580,1001347
10581,1001348
10582,1001350
10583,1001352
10584,1001352
10585,1001353
10586,1001354
10587,1001356
10588,1001361
10589,1001363
10590,1001368
10591,1001369
10592,1001377
10593,1001379
10594,1001385
10595,1001387
10596,1001388
10597,1000505
10598,1001391
10599,1001397
10600,1001400
10601,1001402
10602,1001404
10603,1001406
10604,1001407
10605,1001409
10606,1001411
10606,1001412
10607,1001411
10607,1001412
10608,1001419
10609,1001420
10610,1001427
10611,1001430
10612,1001432
10613,1001432
10614,1001433
10615,1001435
10616,1001436
10617,1001438
10618,1001439
10619,1001442
10620,1001443
10621,1001450
10622,1001452
10623,1001461
10624,1001462
10625,1001467
10626,1001492
10627,1001494
10628,1001497
10629,1001488
10630,1001498
10631,1001500
10632,1001503
10633,1001504
10634,1001506
10635,1001511
10636,1001512
10637,1001521
10638,1001522
10639,1001525
991002,991002
991003,991003
991004,991004
991005,991005
991006,991006
991007,991007
991008,991008
991009,991009
991010,991010
991011,991011
991012,991012
991013,991013
991014,991014
991015,991015
991016,991016
991017,991017
991018,991018
991019,991019
991020,991020
991021,991021
991022,991022
991023,991023
991024,991024
991025,991025
991026,991026
991027,991027
991028,991028
991029,991029
991030,991030
991031,991031
991032,991032
991033,991033
991034,991034
991035,991035
991036,991036
991037,991037
991038,991038
991039,991039
991040,991040
991041,991041
991042,991042
991043,991043
991044,991044
991045,991045
991046,991046
991047,991047
991048,991048
991049,991049
991050,991050
991051,991051
991052,991052
991053,991053
991054,991054
991055,991055
991056,991056
991057,991057
991058,991058
991059,991059
991060,991060
991061,991061
991062,991062
991063,991063
991064,991064
991065,991065
991066,991066
991067,991067
991068,991068
991069,991069
991070,991070
991071,991071
991072,991072
991073,991073
991074,991074
991075,991075
991076,991076
991077,991077
991078,991078
991079,991079
991080,991080
991081,991081
991082,991082
991083,991083
991084,991084
991085,991085
991086,991086
991087,991087
991088,991088
991089,991089
991090,991090
991091,991091
991092,991092
991093,991093
991094,991094
991095,991095
991096,991096
991097,991097
991098,991098
991099,991099
991100,991100
991101,991101
991102,991102
991103,991103
991104,991104
991105,991105
991106,991106
991107,991107
991108,991108
991109,991109
991110,991110
991111,991111
991112,991112
991113,991113
991114,991114
991115,991115
991116,991116
991117,991117
991118,991118
991119,991119
991120,991120
991121,991121
991122,991122
991123,991123
991124,991124
991125,991125
991126,991126
991127,991127
991128,991128
991129,991129
991130,991130
991131,991131
991132,991132
991133,991133
991134,991134
991135,991135
991136,991136
991137,991137
991138,991138
991139,991139
991140,991140
991141,991141
991142,991142
991143,991143
991144,991144
991145,991145
991146,991146
991147,991147
991148,991148
991149,991149
991150,991150
991151,991151
991152,991152
991153,991153
991154,991154
991155,991155
991156,991156
991157,991157
991158,991158
991159,991159
991160,991160
991161,991161
991162,991162
991163,991163
991164,991164
991165,991165
991166,991166
991167,991167
991168,991168
991169,991169
991170,991170
991171,991171
991172,991172
991173,991173
991174,991174
991175,991175
991176,991176
991177,991177
991178,991178
991179,991179
991180,991180
991181,991181
991182,991182
991183,991183
991184,991184
991185,991185
991186,991186
991187,991187
991188,991188
991189,991189
991190,991190
991191,991191
991192,991192
991193,991193
991194,991194
991195,991195
991196,991196
991197,991197
991198,991198
991199,991199
991200,991200
991201,991201
991202,991202
991203,991203
991204,991204
991205,991205
991206,991206
991207,991207
991208,991208
991209,991209
991210,991210
991211,991211
991212,991212
991213,991213
991214,991214
991215,991215
991216,991216
991217,991217
991218,991218
991219,991219
991220,991220
991221,991221
991222,991222
991223,991223
991224,991224
991225,991225
991226,991226
991227,991227
991228,991228
991229,991229
991230,991230
991231,991231
991232,991232
991233,991233
991234,991234
991235,991235
991236,991236
991237,991237
991238,991238
991239,991239
991240,991240
991241,991241
991242,991242
991243,991243
991244,991244
991245,991245
991246,991246
991247,991247
991248,991248
991249,991249
991250,991250
991251,991251
991252,991252
991253,991253
991254,991254
991255,991255
991256,991256
991257,991257
991258,991258
991259,991259
991260,991260
991261,991261
991262,991262
991263,991263
991264,991264
991265,991265
991266,991266
991267,991267
991268,991268
991269,991269
991270,991270
991271,991271
991272,991272
991273,991273
991274,991274
991275,991275
991276,991276
991277,991277
991278,991278
991279,991279
991280,991280
991281,991281
991282,991282
991283,991283
991284,991284
991285,991285
991286,991286
991287,991287
991288,991288
991289,991289
991290,991290
991291,991291
991292,991292
991293,991293
991294,991294
991295,991295
991296,991296
991297,991297
991298,991298
991299,991299
991300,991300
991301,991301
991302,991302
991303,991303
991304,991304
991305,991305
991306,991306
991307,991307
991308,991308
991309,991309
991310,991310
991311,991311
991312,991312
991313,991313
991314,991314
991315,991315
991316,991316
991317,991317
991318,991318
991319,991319
991320,991320
991321,991321
991322,991322
991323,991323
991324,991324
991325,991325
991326,991326
991327,991327
991328,991328
991329,991329
991330,991330
991331,991331
991332,991332
991333,991333
991334,991334
991335,991335
991336,991336
991337,991337
991338,991338
991339,991339
991340,991340
991341,991341
991342,991342
991343,991343
991344,991344
991345,991345
991346,991346
991347,991347
991348,991348
991349,991349
991350,991350
991351,991351
991352,991352
991353,991353
991354,991354
991355,991355
991356,991356
991357,991357
991358,991358
991359,991359
991360,991360
991361,991361
991362,991362
991363,991363
991364,991364
991365,991365
991366,991366
991367,991367
991368,991368
991369,991369
991370,991370
991371,991371
991372,991372
991373,991373
991374,991374
991375,991375
991376,991376
991377,991377
991378,991378
991379,991379
991380,991380
991381,991381
991382,991382
991383,991383
991384,991384
991385,991385
991386,991386
991387,991387
991388,991388
991389,991389
991390,991390
991391,991391
991392,991392
991393,991393
991394,991394
991395,991395
991396,991396
991397,991397
991398,991398
991399,991399
991400,991400
991401,991401
991402,991402
991403,991403
991404,991404
991405,991405
991406,991406
991407,991407
991408,991408
991409,991409
991410,991410
991411,991411
991412,991412
991413,991413
991414,991414
991415,991415
991416,991416
991417,991417
991418,991418
991419,991419
991420,991420
991421,991421
991422,991422
991423,991423
991424,991424
991425,991425
991426,991426
991427,991427
991428,991428
991429,991429
991430,991430
991431,991431
991432,991432
991433,991433
991434,991434
991435,991435
991436,991436
991437,991437
991438,991438
991439,991439
991440,991440
991441,991441
991442,991442
991443,991443
991444,991444
991445,991445
991446,991446
991447,991447
991448,991448
991449,991449
991450,991450
991451,991451
991452,991452
991453,991453
991454,991454
991455,991455
991456,991456
991457,991457
991458,991458
991459,991459
991460,991460
991461,991461
991462,991462
991463,991463
991464,991464
991465,991465
991466,991466
991467,991467
991468,991468
991469,991469
991470,991470
991471,991471
991472,991472
991473,991473
991474,991474
991475,991475
991476,991476
991477,991477
991478,991478
991479,991479
991480,991480
991481,991481
991482,991482
991483,991483
991484,991484
991485,991485
991486,991486
991487,991487
991488,991488
991489,991489
991490,991490
991491,991491
991492,991492
991493,991493
991494,991494
991495,991495
991496,991496
991497,991497
991498,991498
991499,991499
991500,991500
991501,991501
991502,991502
991503,991503
991504,991504
991505,991505
991506,991506
991507,991507
991508,991508
991509,991509
991510,991510
991511,991511
991512,991512
991513,991513
991514,991514
991515,991515
991516,991516
991517,991517
991518,991518
991519,991519
991520,991520
991521,991521
991522,991522
991523,991523
991524,991524
991525,991525
991526,991526
991527,991527
991528,991528
991529,991529
991530,991530
991531,991531
991532,991532
991533,991533
991534,991534
991535,991535
991536,991536
991537,991537
991538,991538
991539,991539
991540,991540
991541,991541
991542,991542
991543,991543
991544,991544
991545,991545
991546,991546
991547,991547
991548,991548
991549,991549
991550,991550
991551,991551
991552,991552
991553,991553
991554,991554
991555,991555
991556,991556
991557,991557
991558,991558
991559,991559
991560,991560
991561,991561
991562,991562
991563,991563
