"f_footprint_id","i_incident_id"
991564,991564
991565,991565
991566,991566
991567,991567
991568,991568
991569,991569
991570,991570
991571,991571
991572,991572
991573,991573
991574,991574
991575,991575
991576,991576
991577,991577
991578,991578
991579,991579
991580,991580
991581,991581
991582,991582
991583,991583
991584,991584
991585,991585
991586,991586
991587,991587
991588,991588
991589,991589
991590,991590
991591,991591
991592,991592
991593,991593
991594,991594
991595,991595
991596,991596
991597,991597
991598,991598
991599,991599
991600,991600
991601,991601
991602,991602
991603,991603
991604,991604
991605,991605
991606,991606
991607,991607
991608,991608
991609,991609
991610,991610
991611,991611
991612,991612
991613,991613
991614,991614
991615,991615
991616,991616
991617,991617
991618,991618
991619,991619
991620,991620
991621,991621
991622,991622
991623,991623
991624,991624
991625,991625
991626,991626
991627,991627
991628,991628
991629,991629
991630,991630
991631,991631
991632,991632
991633,991633
991634,991634
991635,991635
991636,991636
991637,991637
991638,991638
991639,991639
991640,991640
991641,991641
991642,991642
991643,991643
991644,991644
991645,991645
991646,991646
991647,991647
991648,991648
991649,991649
991650,991650
991651,991651
991652,991652
991653,991653
991654,991654
991655,991655
991656,991656
991657,991657
991658,991658
991659,991659
991660,991660
991661,991661
991662,991662
991663,991663
991664,991664
991665,991665
991666,991666
991667,991667
991668,991668
991669,991669
991670,991670
991671,991671
991672,991672
991673,991673
991674,991674
991675,991675
991676,991676
991677,991677
991678,991678
991679,991679
991680,991680
991681,991681
991682,991682
991683,991683
991684,991684
991685,991685
991686,991686
991687,991687
991688,991688
991689,991689
991690,991690
991691,991691
991692,991692
991693,991693
991694,991694
991695,991695
991696,991696
991697,991697
991698,991698
991699,991699
991700,991700
991701,991701
991702,991702
991703,991703
991704,991704
991705,991705
991706,991706
991707,991707
991708,991708
991709,991709
991710,991710
991711,991711
991712,991712
991713,991713
991714,991714
991715,991715
991716,991716
991717,991717
991718,991718
991719,991719
991720,991720
991721,991721
991722,991722
991723,991723
991724,991724
991725,991725
991726,991726
991727,991727
991728,991728
991729,991729
991730,991730
991731,991731
991732,991732
991733,991733
991734,991734
991735,991735
991736,991736
991737,991737
991738,991738
991739,991739
991740,991740
991741,991741
991742,991742
991743,991743
991744,991744
991745,991745
991746,991746
991747,991747
991748,991748
991749,991749
991750,991750
991751,991751
991752,991752
991753,991753
991754,991754
991755,991755
991756,991756
991757,991757
991758,991758
991759,991759
991760,991760
991761,991761
991762,991762
991763,991763
991764,991764
991765,991765
991766,991766
991767,991767
991768,991768
991769,991769
991770,991770
991771,991771
991772,991772
991773,991773
991774,991774
991775,991775
991776,991776
991777,991777
991778,991778
991779,991779
991780,991780
991781,991781
991782,991782
991783,991783
991784,991784
991785,991785
991786,991786
991787,991787
991788,991788
991789,991789
991790,991790
991791,991791
991792,991792
991793,991793
991794,991794
991795,991795
991796,991796
991797,991797
991798,991798
991799,991799
991800,991800
991801,991801
991802,991802
991803,991803
991804,991804
991805,991805
991806,991806
991807,991807
991808,991808
991809,991809
991810,991810
991811,991811
991812,991812
991813,991813
991814,991814
991815,991815
991816,991816
991817,991817
991818,991818
991819,991819
991820,991820
991821,991821
991822,991822
991823,991823
991824,991824
991825,991825
991826,991826
991827,991827
991828,991828
991829,991829
991830,991830
991831,991831
991832,991832
991833,991833
991834,991834
991835,991835
991836,991836
991837,991837
991838,991838
991839,991839
991840,991840
991841,991841
991842,991842
991843,991843
991844,991844
991845,991845
991846,991846
991847,991847
991848,991848
991849,991849
991850,991850
991851,991851
991852,991852
991853,991853
991854,991854
991855,991855
991856,991856
991857,991857
991858,991858
991859,991859
991860,991860
991861,991861
991862,991862
991863,991863
991864,991864
991865,991865
991866,991866
991867,991867
991868,991868
991869,991869
991870,991870
991871,991871
991872,991872
991873,991873
991874,991874
991875,991875
991876,991876
991877,991877
991878,991878
991879,991879
991880,991880
991881,991881
991882,991882
991883,991883
991884,991884
991885,991885
991886,991886
991887,991887
991888,991888
991889,991889
991890,991890
991891,991891
991892,991892
991893,991893
991894,991894
991895,991895
991896,991896
991897,991897
991898,991898
991899,991899
991900,991900
991901,991901
991902,991902
991903,991903
991904,991904
991905,991905
991906,991906
991907,991907
991908,991908
991909,991909
991910,991910
991911,991911
991912,991912
991913,991913
991914,991914
991915,991915
991916,991916
991917,991917
991918,991918
991919,991919
991920,991920
991921,991921
991922,991922
991923,991923
991924,991924
991925,991925
991926,991926
991927,991927
991928,991928
991929,991929
991930,991930
991931,991931
991932,991932
991933,991933
991934,991934
991935,991935
991936,991936
991937,991937
991938,991938
991939,991939
991940,991940
991941,991941
991942,991942
991943,991943
991944,991944
991945,991945
991946,991946
991947,991947
991948,991948
991949,991949
991950,991950
991951,991951
991952,991952
991953,991953
991954,991954
991955,991955
991956,991956
991957,991957
991958,991958
991959,991959
991960,991960
991961,991961
991962,991962
991963,991963
991964,991964
991965,991965
991966,991966
991967,991967
991968,991968
991969,991969
991970,991970
991971,991971
991972,991972
991973,991973
991974,991974
991975,991975
991976,991976
991977,991977
991978,991978
991979,991979
991980,991980
991981,991981
991982,991982
991983,991983
991984,991984
991985,991985
991986,991986
991987,991987
991988,991988
991989,991989
991990,991990
991991,991991
991992,991992
991993,991993
991994,991994
991995,991995
991996,991996
991997,991997
991998,991998
991999,991999
992000,992000
992001,992001
992002,992002
992003,992003
992004,992004
992005,992005
992006,992006
992007,992007
992008,992008
992009,992009
992010,992010
992011,992011
992012,992012
992013,992013
992014,992014
992015,992015
992016,992016
992017,992017
992018,992018
992019,992019
992020,992020
992021,992021
992022,992022
992023,992023
992024,992024
992025,992025
992026,992026
992027,992027
992028,992028
992029,992029
992030,992030
992031,992031
992032,992032
992033,992033
992034,992034
992035,992035
992036,992036
992037,992037
992038,992038
992039,992039
992040,992040
992041,992041
992042,992042
992043,992043
992044,992044
992045,992045
992046,992046
992047,992047
992048,992048
992049,992049
992050,992050
992051,992051
992052,992052
992053,992053
992054,992054
992055,992055
992056,992056
992057,992057
992058,992058
992059,992059
992060,992060
992061,992061
992062,992062
992063,992063
992064,992064
992065,992065
992066,992066
992067,992067
992068,992068
992069,992069
992070,992070
992071,992071
992072,992072
992073,992073
992074,992074
992075,992075
992076,992076
992077,992077
992078,992078
992079,992079
992080,992080
992081,992081
992082,992082
992083,992083
992084,992084
992085,992085
992086,992086
992087,992087
992088,992088
992089,992089
992090,992090
992091,992091
992092,992092
992093,992093
992094,992094
992095,992095
992096,992096
992097,992097
992098,992098
992099,992099
992100,992100
992101,992101
992102,992102
992103,992103
992104,992104
992105,992105
992106,992106
992107,992107
992108,992108
992109,992109
992110,992110
992111,992111
992112,992112
992113,992113
992114,992114
992115,992115
992116,992116
992117,992117
992118,992118
992119,992119
992120,992120
992121,992121
992122,992122
992123,992123
992124,992124
992125,992125
992126,992126
992127,992127
992128,992128
992129,992129
992130,992130
992131,992131
992132,992132
992133,992133
992134,992134
992135,992135
992136,992136
992137,992137
992138,992138
992139,992139
992140,992140
992141,992141
992142,992142
992143,992143
992144,992144
992145,992145
992146,992146
992147,992147
992148,992148
992149,992149
992150,992150
992151,992151
992152,992152
992153,992153
992154,992154
992155,992155
992156,992156
992157,992157
992158,992158
992159,992159
992160,992160
992161,992161
992162,992162
992163,992163
992164,992164
992165,992165
992166,992166
992167,992167
992168,992168
992169,992169
992170,992170
992171,992171
992172,992172
992173,992173
992174,992174
992175,992175
992176,992176
992177,992177
992178,992178
992179,992179
992180,992180
992181,992181
992182,992182
992183,992183
992184,992184
992185,992185
992186,992186
992187,992187
992188,992188
992189,992189
992190,992190
992191,992191
992192,992192
992193,992193
992194,992194
992195,992195
992196,992196
992197,992197
992198,992198
992199,992199
992200,992200
992201,992201
992202,992202
992203,992203
992204,992204
992205,992205
992206,992206
992207,992207
992208,992208
992209,992209
992210,992210
992211,992211
992212,992212
992213,992213
992214,992214
992215,992215
992216,992216
992217,992217
992218,992218
992219,992219
992220,992220
992221,992221
992222,992222
992223,992223
992224,992224
992225,992225
992226,992226
992227,992227
992228,992228
992229,992229
992230,992230
992231,992231
992232,992232
992233,992233
992234,992234
992235,992235
992236,992236
992237,992237
992238,992238
992239,992239
992240,992240
992241,992241
992242,992242
992243,992243
992244,992244
992245,992245
992246,992246
992247,992247
992248,992248
992249,992249
992250,992250
992251,992251
992252,992252
992253,992253
992254,992254
992255,992255
992256,992256
992257,992257
992258,992258
992259,992259
992260,992260
992261,992261
992262,992262
992263,992263
992264,992264
992265,992265
992266,992266
992267,992267
992268,992268
992269,992269
992270,992270
992271,992271
992272,992272
992273,992273
992274,992274
992275,992275
992276,992276
992277,992277
992278,992278
992279,992279
992280,992280
992281,992281
992282,992282
992283,992283
992284,992284
992285,992285
992286,992286
992287,992287
992288,992288
992289,992289
992290,992290
992291,992291
992292,992292
992293,992293
992294,992294
992295,992295
992296,992296
992297,992297
992298,992298
992299,992299
992300,992300
992301,992301
992302,992302
992303,992303
992304,992304
992305,992305
992306,992306
992307,992307
992308,992308
992309,992309
992310,992310
992311,992311
992312,992312
992313,992313
992314,992314
992315,992315
992316,992316
992317,992317
992318,992318
992319,992319
992320,992320
992321,992321
992322,992322
992323,992323
992324,992324
992325,992325
992326,992326
992327,992327
992328,992328
992329,992329
992330,992330
992331,992331
992332,992332
992333,992333
992334,992334
992335,992335
992336,992336
992337,992337
992338,992338
992339,992339
992340,992340
992341,992341
992342,992342
992343,992343
992344,992344
992345,992345
992346,992346
992347,992347
992348,992348
992349,992349
992350,992350
992351,992351
992352,992352
992353,992353
992354,992354
992355,992355
992356,992356
992357,992357
992358,992358
992359,992359
992360,992360
992361,992361
992362,992362
992363,992363
992364,992364
992365,992365
992366,992366
992367,992367
992368,992368
992369,992369
992370,992370
992371,992371
992372,992372
992373,992373
992374,992374
992375,992375
992376,992376
992377,992377
992378,992378
992379,992379
992380,992380
992381,992381
992382,992382
992383,992383
992384,992384
992385,992385
992386,992386
992387,992387
992388,992388
992389,992389
992390,992390
992391,992391
992392,992392
992393,992393
992394,992394
992395,992395
992396,992396
992397,992397
992398,992398
992399,992399
992400,992400
992401,992401
992402,992402
992403,992403
992404,992404
992405,992405
992406,992406
992407,992407
992408,992408
992409,992409
992410,992410
992411,992411
992412,992412
992413,992413
992414,992414
992415,992415
992416,992416
992417,992417
992418,992418
992419,992419
992420,992420
992421,992421
992422,992422
992423,992423
992424,992424
992425,992425
992426,992426
992427,992427
992428,992428
992429,992429
992430,992430
992431,992431
992432,992432
992433,992433
992434,992434
992435,992435
992436,992436
992437,992437
992438,992438
992439,992439
992440,992440
992441,992441
992442,992442
992443,992443
992444,992444
992445,992445
992446,992446
992447,992447
992448,992448
992449,992449
992450,992450
992451,992451
992452,992452
992453,992453
992454,992454
992455,992455
992456,992456
992457,992457
992458,992458
992459,992459
992460,992460
992461,992461
992462,992462
992463,992463
992464,992464
992465,992465
992466,992466
992467,992467
992468,992468
992469,992469
992470,992470
992471,992471
992472,992472
992473,992473
992474,992474
992475,992475
992476,992476
992477,992477
992478,992478
992479,992479
992480,992480
992481,992481
992482,992482
992483,992483
992484,992484
992485,992485
992486,992486
992487,992487
992488,992488
992489,992489
992490,992490
992491,992491
992492,992492
992493,992493
992494,992494
992495,992495
992496,992496
992497,992497
992498,992498
992499,992499
992500,992500
992501,992501
992502,992502
992503,992503
992504,992504
992505,992505
992506,992506
992507,992507
992508,992508
992509,992509
992510,992510
992511,992511
992512,992512
992513,992513
992514,992514
992515,992515
992516,992516
992517,992517
992518,992518
992519,992519
992520,992520
992521,992521
992522,992522
992523,992523
992524,992524
992525,992525
992526,992526
992527,992527
992528,992528
992529,992529
992530,992530
992531,992531
992532,992532
992533,992533
992534,992534
992535,992535
992536,992536
992537,992537
992538,992538
992539,992539
992540,992540
992541,992541
992542,992542
992543,992543
992544,992544
992545,992545
992546,992546
992547,992547
992548,992548
992549,992549
992550,992550
992551,992551
992552,992552
992553,992553
992554,992554
992555,992555
992556,992556
992557,992557
992558,992558
992559,992559
992560,992560
992561,992561
992562,992562
992563,992563
992564,992564
992565,992565
992566,992566
992567,992567
992568,992568
992569,992569
992570,992570
992571,992571
992572,992572
992573,992573
992574,992574
992575,992575
992576,992576
992577,992577
992578,992578
992579,992579
992580,992580
992581,992581
992582,992582
992583,992583
992584,992584
992585,992585
992586,992586
992587,992587
992588,992588
992589,992589
992590,992590
992591,992591
992592,992592
992593,992593
992594,992594
992595,992595
992596,992596
992597,992597
992598,992598
992599,992599
992600,992600
992601,992601
992602,992602
992603,992603
992604,992604
992605,992605
992606,992606
992607,992607
992608,992608
992609,992609
992610,992610
992611,992611
992612,992612
992613,992613
992614,992614
992615,992615
992616,992616
992617,992617
992618,992618
992619,992619
992620,992620
992621,992621
992622,992622
992623,992623
992624,992624
992625,992625
992626,992626
992627,992627
992628,992628
992629,992629
992630,992630
992631,992631
992632,992632
992633,992633
992634,992634
992635,992635
992636,992636
992637,992637
992638,992638
992639,992639
992640,992640
992641,992641
992642,992642
992643,992643
992644,992644
992645,992645
992646,992646
992647,992647
992648,992648
992649,992649
992650,992650
992651,992651
992652,992652
992653,992653
992654,992654
992655,992655
992656,992656
992657,992657
992658,992658
992659,992659
992660,992660
992661,992661
992662,992662
992663,992663
992664,992664
992665,992665
992666,992666
992667,992667
992668,992668
992669,992669
992670,992670
992671,992671
992672,992672
992673,992673
992674,992674
992675,992675
992676,992676
992677,992677
992678,992678
992679,992679
992680,992680
992681,992681
992682,992682
992683,992683
992684,992684
992685,992685
992686,992686
992687,992687
992688,992688
992689,992689
992690,992690
992691,992691
992692,992692
992693,992693
992694,992694
992695,992695
992696,992696
992697,992697
992698,992698
992699,992699
992700,992700
992701,992701
992702,992702
992703,992703
992704,992704
992705,992705
992706,992706
992707,992707
992708,992708
992709,992709
992710,992710
992711,992711
992712,992712
992713,992713
992714,992714
992715,992715
992716,992716
992717,992717
992718,992718
992719,992719
992720,992720
992721,992721
992722,992722
992723,992723
992724,992724
992725,992725
992726,992726
992727,992727
992728,992728
992729,992729
992730,992730
992731,992731
992732,992732
992733,992733
992734,992734
992735,992735
992736,992736
992737,992737
992738,992738
992739,992739
992740,992740
992741,992741
992742,992742
992743,992743
992744,992744
992745,992745
992746,992746
992747,992747
992748,992748
992749,992749
992750,992750
992751,992751
992752,992752
992753,992753
992754,992754
992755,992755
992756,992756
992757,992757
992758,992758
992759,992759
992760,992760
992761,992761
992762,992762
992763,992763
992764,992764
992765,992765
992766,992766
992767,992767
992768,992768
992769,992769
992770,992770
992771,992771
992772,992772
992773,992773
992774,992774
992775,992775
992776,992776
992777,992777
992778,992778
992779,992779
992780,992780
992781,992781
992782,992782
992783,992783
992784,992784
992785,992785
992786,992786
992787,992787
992788,992788
992789,992789
992790,992790
992791,992791
992792,992792
992793,992793
992794,992794
992795,992795
992796,992796
992797,992797
992798,992798
992800,992800
992801,992801
992802,992802
992803,992803
992804,992804
992805,992805
992806,992806
992807,992807
992808,992808
992809,992809
992810,992810
992811,992811
992812,992812
992813,992813
992814,992814
992815,992815
992816,992816
992817,992817
992818,992818
992819,992819
992820,992820
992821,992821
992822,992822
992823,992823
992824,992824
992825,992825
992826,992826
992827,992827
992828,992828
992829,992829
992830,992830
992831,992831
992832,992832
992833,992833
992834,992834
992835,992835
992836,992836
992837,992837
992838,992838
992839,992839
992840,992840
992841,992841
992842,992842
992843,992843
992844,992844
992845,992845
992846,992846
992847,992847
992848,992848
992849,992849
992850,992850
992851,992851
992852,992852
992853,992853
992854,992854
992855,992855
992856,992856
992857,992857
992858,992858
992859,992859
992860,992860
992861,992861
992862,992862
992863,992863
992864,992864
992865,992865
992866,992866
992867,992867
992868,992868
992869,992869
992870,992870
992871,992871
992872,992872
992873,992873
992874,992874
992875,992875
992876,992876
992877,992877
992878,992878
992879,992879
992880,992880
992881,992881
992882,992882
992883,992883
992884,992884
992885,992885
992886,992886
992887,992887
992888,992888
992889,992889
992890,992890
992891,992891
992892,992892
992893,992893
992894,992894
992895,992895
992896,992896
992897,992897
992898,992898
992899,992899
992900,992900
992901,992901
992902,992902
992903,992903
992904,992904
992905,992905
992906,992906
992907,992907
992908,992908
992909,992909
992910,992910
992911,992911
992912,992912
992913,992913
992914,992914
992915,992915
992916,992916
992917,992917
992918,992918
992919,992919
992920,992920
992921,992921
992922,992922
992923,992923
992924,992924
992925,992925
992926,992926
992927,992927
992928,992928
992929,992929
992930,992930
992931,992931
992932,992932
992933,992933
992934,992934
992935,992935
992936,992936
992937,992937
992938,992938
992939,992939
992940,992940
992941,992941
992942,992942
992943,992943
992944,992944
992945,992945
992946,992946
992947,992947
992948,992948
992949,992949
992950,992950
992951,992951
992952,992952
992953,992953
992954,992954
992955,992955
992956,992956
992957,992957
992958,992958
992959,992959
992960,992960
992961,992961
992962,992962
992963,992963
992964,992964
992965,992965
992966,992966
992967,992967
992968,992968
992969,992969
992970,992970
992971,992971
992972,992972
992973,992973
992974,992974
992975,992975
992976,992976
992977,992977
992978,992978
992979,992979
992980,992980
992981,992981
992982,992982
992983,992983
992984,992984
992985,992985
992986,992986
992987,992987
992988,992988
992989,992989
992990,992990
992991,992991
992992,992992
992993,992993
992994,992994
992995,992995
992996,992996
992997,992997
992998,992998
992999,992999
993000,993000
993001,993001
993002,993002
993003,993003
993004,993004
993005,993005
993006,993006
993007,993007
993008,993008
993009,993009
993010,993010
993011,993011
993012,993012
993013,993013
993014,993014
993015,993015
993016,993016
993017,993017
993018,993018
993019,993019
993020,993020
993021,993021
993022,993022
993023,993023
993024,993024
993025,993025
993026,993026
993027,993027
993028,993028
993029,993029
993030,993030
993031,993031
993032,993032
993033,993033
993034,993034
993035,993035
993036,993036
993037,993037
993038,993038
993039,993039
993041,993041
993042,993042
